Rk,Player,Pos,Squad,Age,Club,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Matches,-additional_-9999,Standard_Sh,Standard_SoT,Performance_TklW,Performance_Int,Playing Time_Min_play
247,Oumar Diakité,FW,ci Côte d'Ivoire,22-209,1.be Cercle Brugge,2003,2,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,44435c8f,0.0,0.0,1.0,0.0,28.0
248,Amad Diallo,MFFW,ci Côte d'Ivoire,24-006,1.eng Manchester Utd,2002,4,2,185,2.1,2,0,2,2,0,0,0,0,0.97,0.0,0.97,0.97,0.97,Matches,9dc96f10,8.0,4.0,4.0,2.0,185.0
249,Assane Diao,MF,sn Senegal,20-313,1.it Como,2005,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,8ae7d0ec,0.0,0.0,1.0,0.0,10.0
250,Habib Diarra,MF,sn Senegal,22-195,1.eng Sunderland,2004,3,2,143,1.6,2,0,2,2,0,0,0,0,1.26,0.0,1.26,1.26,1.26,Matches,6d0fe035,4.0,2.0,2.0,1.0,143.0
251,Rúben Dias,DF,pt Portugal,29-064,1.eng Manchester City,1997,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,31c69ef1,0.0,0.0,3.0,5.0,360.0
252,Krépin Diatta,DF,sn Senegal,27-142,1.fr Monaco,1999,4,4,390,4.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,8104e41e,1.0,0.0,10.0,3.0,390.0
253,Mory Diaw,GK,sn Senegal,33-025,1.fr Le Havre,1993,3,2,238,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,f41a69e6,0.0,0.0,0.0,0.0,238.0
254,Brahim Díaz,MF,ma Morocco,26-348,1.es Real Madrid,1999,6,6,457,5.1,0,4,4,0,0,0,0,0,0.0,0.79,0.79,0.0,0.79,Matches,407feb71,6.0,1.0,2.0,4.0,457.0
255,Ismael Díaz,FWMF,pa Panama,29-066,1.mx León,1997,2,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,f2a276d1,6.0,2.0,1.0,0.0,37.0
256,Luis Díaz,FWMF,co Colombia,29-185,1.de Bayern Munich,1997,5,5,478,5.3,1,1,2,1,0,0,0,0,0.19,0.19,0.38,0.19,0.38,Matches,4a1a9578,19.0,6.0,0.0,1.0,478.0
257,Bamba Dieng,FW,sn Senegal,26-116,1.fr Lorient,2000,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,40774c6b,0.0,0.0,0.0,0.0,8.0
258,Lucas Digne,DF,fr France,32-362,1.eng Aston Villa,1993,5,5,418,4.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,1b84dbe1,2.0,1.0,3.0,2.0,418.0
259,Diney,DF,cv Cabo Verde,31-181,1.ae Al Bataeh,1995,4,4,390,4.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,d2e33ba2,4.0,2.0,7.0,4.0,390.0
260,Ousmane Diomande,DF,ci Côte d'Ivoire,22-225,1.pt Sporting CP,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,394be156,0.0,0.0,0.0,1.0,90.0
261,Yan Diomandé,MFFW,ci Côte d'Ivoire,19-245,1.de RB Leipzig,2006,4,4,329,3.7,0,1,1,0,0,0,0,0,0.0,0.27,0.27,0.0,0.27,Matches,919f5f54,4.0,0.0,6.0,4.0,329.0
262,Issa Diop,DF,ma Morocco,29-189,1.eng Fulham,1997,5,5,476,5.3,1,0,1,1,0,0,3,0,0.19,0.0,0.19,0.19,0.19,Matches,a712ca2b,1.0,1.0,1.0,7.0,476.0
263,El Hadji Malick Diouf,DF,sn Senegal,21-201,1.eng West Ham,2004,3,2,171,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,bd5eb2e5,0.0,0.0,1.0,1.0,171.0
264,Ritsu Doan,MF,jp Japan,28-031,1.de Frankfurt,1998,4,4,278,3.1,0,1,1,0,0,0,0,0,0.0,0.32,0.32,0.0,0.32,Matches,d01bbb6f,1.0,0.0,1.0,1.0,278.0
265,Jeremy Doku,MF,be Belgium,24-051,1.eng Manchester City,2002,5,4,309,3.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,fffea3e5,3.0,1.0,1.0,3.0,309.0
266,Merchas Doski,DF,iq Iraq,26-222,1.cz Viktoria Plzeň,1999,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,fdf4cfe5,1.0,0.0,9.0,6.0,270.0
267,David Douděra,MF,cz Czechia,28-047,1.cz Slavia Prague,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,e95b4604,4.0,0.0,0.0,1.0,90.0
268,Désiré Doué,MF,fr France,21-044,1.fr PSG,2005,7,3,355,3.9,1,1,2,1,0,0,0,0,0.25,0.25,0.51,0.25,0.51,Matches,9e7483ff,13.0,8.0,6.0,2.0,355.0
269,Guéla Doué,DF,ci Côte d'Ivoire,23-273,1.fr Strasbourg,2002,4,3,277,3.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,b4ef3fb5,1.0,0.0,5.0,3.0,277.0
270,Deroy Duarte,MF,cv Cabo Verde,27-013,1.bg Ludogorets,1999,4,2,264,2.9,1,0,1,1,0,0,0,0,0.34,0.0,0.34,0.34,0.34,Matches,6af8fc5b,3.0,2.0,5.0,6.0,264.0
271,Laros Duarte,MF,cv Cabo Verde,29-139,1.hu Puskás Akad.,1997,4,2,166,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,4af3d3c8,3.0,3.0,1.0,2.0,166.0
272,Denzel Dumfries,DFMF,nl Netherlands,30-090,1.it Inter,1996,4,4,390,4.3,0,2,2,0,0,0,0,0,0.0,0.46,0.46,0.0,0.46,Matches,481c9ece,5.0,2.0,6.0,1.0,390.0
273,Jean-Kevin Duverne,DF,ht Haiti,29-005,1.be Gent,1997,2,2,169,1.9,0,1,1,0,0,0,0,0,0.0,0.53,0.53,0.0,0.53,Matches,0cbc8baa,1.0,0.0,2.0,4.0,169.0
274,Lyndon Dykes,FWMF,sct Scotland,30-283,2.eng Charlton Athletic,1995,2,0,36,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,cd92357a,1.0,0.0,0.0,0.0,36.0
275,Edin Džeko,FW,ba Bosnia–Herz,40-122,2.de Schalke 04,1986,3,3,176,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,3bb7f478,3.0,0.0,0.0,1.0,176.0
276,Roshon van Eijma,DF,cw Curaçao,28-038,2.nl RKC Waalwijk,1998,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,130368de,0.0,0.0,0.0,0.0,15.0
277,Anthony Elanga,MFFW,se Sweden,24-081,1.eng Newcastle,2002,4,2,217,2.4,2,0,2,2,0,0,0,0,0.83,0.0,0.83,0.83,0.83,Matches,2fba6108,3.0,3.0,0.0,2.0,217.0
278,Meschak Elia,FWMF,cd Congo DR,28-345,1.tr Alanyaspor,1997,2,0,46,0.5,0,1,1,0,0,0,0,0,0.0,1.96,1.96,0.0,1.96,Matches,5d51b074,2.0,1.0,0.0,1.0,46.0
279,Callan Elliot,DF,nz New Zealand,27-010,1.au Auckland FC,1999,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,9d6968a3,0.0,0.0,1.0,0.0,13.0
280,Eren Elmalı,DF,tr Türkiye,26-010,1.tr Galatasaray,2000,2,1,111,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,8eeb8ba4,0.0,0.0,1.0,2.0,111.0
281,Nico Elvedi,DF,ch Switzerland,29-290,1.de Gladbach,1996,6,6,600,6.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,48035304,3.0,0.0,2.0,6.0,600.0
282,Breel Embolo,FW,ch Switzerland,29-153,1.fr Rennes,1997,6,6,501,5.6,2,2,4,1,1,1,2,1,0.36,0.36,0.72,0.18,0.54,Matches,0b4f388a,10.0,5.0,0.0,2.0,501.0
283,Julio Enciso,FW,py Paraguay,22-175,1.fr Strasbourg,2004,5,5,386,4.3,1,2,3,1,0,0,0,0,0.23,0.47,0.7,0.23,0.7,Matches,9cfbad36,8.0,1.0,5.0,1.0,386.0
284,Endrick,FW,br Brazil,19-361,1.fr Lyon,2006,4,0,114,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,a2728fbf,3.0,0.0,1.0,1.0,114.0
285,Sherzod Esanov,MF,uz Uzbekistan,23-166,1.uz FK Bukhara Nurafshon,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,bd6667ba,0.0,0.0,0.0,1.0,1.0
286,Fidel Escobar,DF,pa Panama,31-189,1.cr Saprissa,1995,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,4991ec66,0.0,0.0,2.0,1.0,90.0
287,Pervis Estupiñán,MF,ec Ecuador,28-177,1.it Milan,1998,2,1,89,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,d38fdf53,0.0,0.0,1.0,0.0,89.0
288,Derrick Etienne,FWMF,ht Haiti,29-234,1.us Toronto FC,1996,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,59059f1e,0.0,0.0,0.0,0.0,10.0
289,Stephen Eustáquio,MF,ca Canada,29-208,1.pt Porto,1996,5,4,392,4.4,1,0,1,1,0,0,0,0,0.23,0.0,0.23,0.23,0.23,Matches,577efaec,4.0,1.0,5.0,3.0,392.0
290,Martin Expérience,DFMF,ht Haiti,27-130,2.fr Nancy,1999,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,9edb83f4,1.0,0.0,6.0,4.0,270.0
291,Saeid Ezatolahi,MF,ir IR Iran,29-289,1.ae Al-Ahli Dubai FC,1996,3,3,264,2.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,Matches,314d95ac,6.0,2.0,5.0,7.0,264.0
292,Eberechi Eze,FWMF,eng England,28-018,1.eng Arsenal,1998,4,0,133,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,ae4fc6a4,5.0,0.0,0.0,0.0,133.0
293,Fabinho,DFMF,br Brazil,32-267,1.sa Al-Ittihad,1993,3,0,71,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,7f3b388c,1.0,0.0,1.0,2.0,71.0
294,José Fajardo,FW,pa Panama,32-333,1.ec Univ Católica,1993,3,1,155,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,682e47b3,1.0,0.0,2.0,0.0,155.0
295,Odeh Al-Fakhouri,MFFW,jo Jordan,20-237,1.eg Pyramids FC,2005,3,2,148,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,30591ae5,2.0,1.0,1.0,2.0,148.0
296,Henrik Falchener,DF,no Norway,23-070,1.no Viking,2003,1,1,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,57fe6b9b,0.0,0.0,0.0,1.0,65.0
297,Marko Farji,MF,iq Iraq,22-123,2.it Venezia,2004,2,0,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,e046cff6,0.0,0.0,1.0,1.0,54.0
298,Christian Fassnacht,FWMF,ch Switzerland,32-248,1.ch Young Boys,1993,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,0aeeed3f,0.0,0.0,1.0,0.0,6.0
299,Abdul Fatawu Issahaku,FWMF,gh Ghana,22-131,2.eng Leicester City,2004,4,0,132,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,bceda5ff,3.0,0.0,0.0,0.0,132.0
300,Ahmed Fathy,MF,qa Qatar,33-173,1.qa Al-Arabi,1993,3,1,150,1.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,Matches,f2369793,0.0,0.0,3.0,3.0,150.0
301,Hamdy Fathy,DFMF,eg Egypt,31-291,1.qa Al-Wakrah,1994,4,3,238,2.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,c8ef4955,0.0,0.0,3.0,2.0,238.0
302,Ahmed Fatouh,DF,eg Egypt,28-117,1.eg Zamalek SC,1998,3,3,267,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,de13286d,1.0,1.0,5.0,4.0,267.0
303,Abbosbek Fayzullayev,MF,uz Uzbekistan,22-287,1.tr Başakşehir,2003,3,3,220,2.4,1,0,1,1,0,0,0,0,0.41,0.0,0.41,0.41,0.41,Matches,ef1d36a1,3.0,2.0,6.0,1.0,220.0
304,João Félix,MF,pt Portugal,26-249,1.sa Al-Nassr,1999,3,3,201,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,8aafd64f,6.0,1.0,4.0,3.0,201.0
305,Lewis Ferguson,MF,sct Scotland,26-327,1.it Bologna,1999,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,ee64a822,2.0,1.0,7.0,4.0,270.0
306,Bruno Fernandes,MF,pt Portugal,31-312,1.eng Manchester Utd,1994,5,5,422,4.7,0,1,1,0,0,0,0,0,0.0,0.21,0.21,0.0,0.21,Matches,507c7bdf,9.0,3.0,5.0,0.0,422.0
307,Enzo Fernández,MF,ar Argentina,25-181,1.eng Chelsea,2001,6,6,570,6.3,2,0,2,2,0,0,0,0,0.32,0.0,0.32,0.32,0.32,Matches,5ff4ab71,12.0,4.0,7.0,6.0,570.0
308,Matias Fernandez-Pardo,FWMF,be Belgium,21-164,1.fr Lille,2005,3,0,44,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,0cdb6a2a,3.0,0.0,1.0,0.0,44.0
309,Álvaro Fidalgo,MF,mx Mexico,29-099,1.es Real Betis,1997,3,1,96,1.1,1,0,1,1,0,0,0,0,0.94,0.0,0.94,0.94,0.94,Matches,c705cdc4,3.0,2.0,0.0,1.0,96.0
310,Sherel Floranus,DF,cw Curaçao,27-328,1.nl Zwolle,1998,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,5ad49fbb,2.0,0.0,6.0,4.0,270.0
311,Seko Fofana,MF,ci Côte d'Ivoire,31-071,1.pt Porto,1995,2,1,92,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,5313ed43,5.0,1.0,0.0,2.0,92.0
312,Yahia Fofana,GK,ci Côte d'Ivoire,25-330,1.tr Rizespor,2000,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,9d420dad,0.0,0.0,0.0,0.0,360.0
313,Deveron Fonville,DF,cw Curaçao,23-062,1.nl NEC Nijmegen,2003,3,3,241,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,21932982,0.0,0.0,3.0,5.0,241.0
314,Yassin Fortuné,FWMF,ht Haiti,27-168,2.pt Vizela,1999,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,ddcc9e22,0.0,0.0,0.0,0.0,6.0
315,Lyle Foster,FW,za South Africa,25-317,1.eng Burnley,2000,1,1,55,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,f84a807c,1.0,0.0,0.0,0.0,55.0
316,Alan Franco,DF,ec Ecuador,27-330,1.br Atlético Mineiro,1998,4,4,251,2.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,Matches,c76b161b,0.0,0.0,6.0,4.0,251.0
317,Alex Freeman,DF,us United States,21-342,1.es Villarreal,2004,5,4,374,4.2,1,1,2,1,0,0,0,0,0.24,0.24,0.48,0.24,0.48,Matches,754f150b,4.0,1.0,6.0,7.0,374.0
318,Matt Freese,GK,us United States,27-318,1.us NYCFC,1998,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,2f49476c,0.0,0.0,0.0,0.0,360.0
319,Remo Freuler,MF,ch Switzerland,34-093,1.it Bologna,1992,6,6,592,6.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,98d2c2c4,2.0,1.0,5.0,8.0,592.0
320,Marco Friedl,DF,at Austria,28-123,1.de Werder Bremen,1998,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,f86ad3f5,0.0,0.0,0.0,0.0,24.0
321,Juriën Gaari,DF,cw Curaçao,32-206,2.sa Abha,1993,2,2,166,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,bf7a9d1a,2.0,0.0,2.0,2.0,166.0
322,Jassem Gaber,MF,qa Qatar,24-147,1.qa Al Rayyan SC,2002,3,3,149,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,af9ef8aa,0.0,0.0,2.0,0.0,149.0
323,Cody Gakpo,FW,nl Netherlands,27-071,1.eng Liverpool,1999,4,4,368,4.1,3,1,4,3,0,0,0,0,0.73,0.24,0.98,0.73,0.98,Matches,1971591f,10.0,6.0,1.0,2.0,368.0
324,Matías Galarza,MF,py Paraguay,24-156,1.us Atlanta Utd,2002,4,4,388,4.3,1,1,2,1,0,0,2,0,0.23,0.23,0.46,0.23,0.46,Matches,8e97a57b,2.0,1.0,11.0,7.0,388.0
325,Hernán Galíndez,GK,ec Ecuador,39-109,1.ar Huracán,1987,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,89c136f6,0.0,0.0,0.0,0.0,360.0
326,Jesús Gallardo,DF,mx Mexico,31-336,1.mx Toluca,1994,5,4,373,4.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,d0846b6c,4.0,0.0,1.0,7.0,373.0
327,Ahmed Al-Ganehi,FW,qa Qatar,25-298,1.qa Al-Gharafa Sports Club,2000,1,0,36,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,efcf04d2,1.0,0.0,1.0,0.0,36.0
328,Ben Gannon-Doak,MF,sct Scotland,20-248,1.eng Bournemouth,2005,3,2,186,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,733f1a7d,4.0,0.0,1.0,0.0,186.0
329,Gavi,FW,es Spain,21-346,1.es Barcelona,2004,2,1,76,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,19cae58d,1.0,0.0,2.0,1.0,76.0
330,Jason Geria,DF,au Australia,33-068,2.jp Albirex Niigata,1993,2,0,62,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,cd494a8d,0.0,0.0,1.0,2.0,62.0
331,Khalid Al Ghannam,MF,sa Saudi Arabia,25-251,1.sa Al-Ettifaq,2000,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,c16843c7,0.0,0.0,0.0,0.0,1.0
332,Ismaël Gharbi,MF,tn Tunisia,22-098,1.de Augsburg,2004,3,1,127,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,5b3cfa12,3.0,0.0,1.0,1.0,127.0
333,Mehdi Ghayedi,FW,ir IR Iran,27-224,1.ae Al-Nasr Dubai,1998,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,b6c90b4b,1.0,0.0,0.0,0.0,45.0
334,Farés Ghedjemis,FWMF,dz Algeria,23-314,2.it Frosinone,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,14aac43e,0.0,0.0,0.0,0.0,1.0
335,Saman Ghoddos,MF,ir IR Iran,32-314,1.ae Al-Ittihad Kalba,1993,3,3,208,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,f7b1d4e0,4.0,0.0,4.0,5.0,208.0
336,Mohammad Ghorbani,MF,ir IR Iran,25-057,1.ae Al-Wahda FC,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,4a078e18,2.0,1.0,2.0,2.0,90.0
337,Lee Gi-hyuk,DF,kr Korea Republic,26-010,1.kr Gangwon FC,2000,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,18c8c3c7,0.0,0.0,4.0,5.0,270.0
338,Armin Gigovic,MF,ba Bosnia–Herz,24-102,1.ch Young Boys,2002,2,1,79,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,d0a0858e,0.0,0.0,1.0,2.0,79.0
339,Orlando Gill,GK,py Paraguay,26-036,1.py San Lorenzo,2000,5,5,480,5.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,0d425331,0.0,0.0,0.0,0.0,480.0
340,Santiago Giménez,FW,mx Mexico,25-090,1.it Milan,2001,4,0,86,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,37337aea,2.0,1.0,0.0,0.0,86.0
341,Aníbal Godoy,MF,pa Panama,36-157,1.us San Diego FC,1990,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,2d496ca3,0.0,0.0,0.0,0.0,1.0
342,Andrés Gómez,MF,co Colombia,23-308,1.br Vasco da Gama,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,76a82373,0.0,0.0,0.0,1.0,1.0
343,Diego Gómez,MF,py Paraguay,23-112,1.eng Brighton,2003,4,4,304,3.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,Matches,916728da,6.0,0.0,6.0,9.0,304.0
344,Gustavo Gómez,DF,py Paraguay,33-072,1.br Palmeiras,1993,5,5,480,5.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,d5ce52a5,2.0,0.0,3.0,2.0,480.0
345,Armando González,FW,mx Mexico,23-088,1.mx Guadalajara,2003,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,1278bc9a,0.0,0.0,0.0,0.0,15.0
346,Nicolás González,FWMF,ar Argentina,28-102,1.es Atlético Madrid,1998,6,0,214,2.4,0,1,1,0,0,0,0,0,0.0,0.42,0.42,0.0,0.42,Matches,2374aaca,7.0,1.0,3.0,1.0,214.0
347,Anthony Gordon,MF,eng England,25-143,1.es Barcelona,2001,6,5,396,4.4,1,3,4,1,0,0,0,0,0.23,0.68,0.91,0.23,0.91,Matches,2bd83368,6.0,4.0,3.0,3.0,396.0
348,Leon Goretzka,MF,de Germany,31-161,1.de Bayern Munich,1995,3,0,99,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,cc86b9a3,2.0,0.0,1.0,1.0,99.0
349,Kenji Gorré,FWMF,cw Curaçao,31-291,1.il Maccabi Haifa,1994,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,52d1a4c6,0.0,0.0,0.0,0.0,16.0
350,Keisuke Gotō,FW,jp Japan,21-044,1.be Sint-Truiden,2005,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,82a2ca86,0.0,0.0,1.0,0.0,7.0
351,Amine Gouiri,FW,dz Algeria,26-151,1.fr Marseille,2000,4,3,251,2.8,1,0,1,1,0,0,0,0,0.36,0.0,0.36,0.36,0.36,Matches,aad56ca3,3.0,2.0,1.0,0.0,251.0
352,Ryan Gravenberch,MF,nl Netherlands,24-062,1.eng Liverpool,2002,4,4,345,3.8,0,2,2,0,0,0,0,0,0.0,0.52,0.52,0.0,0.52,Matches,b8e740fb,5.0,0.0,1.0,6.0,345.0
353,Michael Gregoritsch,FW,at Austria,32-090,1.de Augsburg,1994,3,2,188,2.1,0,1,1,0,0,0,0,0,0.0,0.48,0.48,0.0,0.48,Matches,8e235926,1.0,0.0,0.0,0.0,188.0
354,Florian Grillitsch,DFMF,at Austria,30-344,1.pt Braga,1995,2,0,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,ffbbc83b,0.0,0.0,1.0,0.0,90.0
355,Pascal Groß,DFMF,de Germany,35-032,1.eng Brighton,1991,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,8aec0537,1.0,0.0,2.0,0.0,18.0
356,Gabriel Gudmundsson,MFDF,se Sweden,27-079,1.eng Leeds United,1999,4,4,330,3.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,d5d22a58,0.0,0.0,3.0,5.0,330.0
357,Cho Gue-sung,FW,kr Korea Republic,28-173,1.dk Midtjylland,1998,2,0,31,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,ccfa8e5e,2.0,1.0,0.0,0.0,31.0
358,Marc Guéhi,DF,eng England,26-004,1.eng Manchester City,2000,7,6,574,6.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,d0706b27,1.0,0.0,1.0,6.0,574.0
359,Evann Guessand,FWMF,ci Côte d'Ivoire,25-016,1.eng Crystal Palace,2001,2,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,b73f17f8,1.0,0.0,0.0,0.0,17.0
360,Idrissa Gueye,MF,sn Senegal,36-294,1.eng Everton,1989,4,4,361,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,72c812f3,5.0,1.0,4.0,2.0,361.0
361,Pape Gueye,MF,sn Senegal,27-174,1.es Villarreal,1999,4,3,234,2.6,2,1,3,2,0,0,1,0,0.77,0.38,1.15,0.77,1.15,Matches,7155e3e1,8.0,3.0,1.0,4.0,234.0
362,Bruno Guimarães,MF,br Brazil,28-243,1.eng Newcastle,1997,5,5,416,4.6,0,4,4,0,0,1,0,0,0.0,0.87,0.87,0.0,0.87,Matches,82518f62,8.0,2.0,6.0,2.0,416.0
363,Deniz Gül,FW,tr Türkiye,22-015,1.pt Porto,2004,2,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,f0fb443e,2.0,1.0,0.0,0.0,37.0
364,Arda Güler,MF,tr Türkiye,21-142,1.es Real Madrid,2005,3,3,270,3.0,1,0,1,1,0,0,0,0,0.33,0.0,0.33,0.33,0.33,Matches,3741ca58,12.0,4.0,3.0,2.0,270.0
