Rk,Player,Pos,Squad,Age,Club,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Matches,-additional_-9999,Standard_Sh,Standard_SoT,Performance_TklW,Performance_Int,Playing Time_Min_play
482,Shoja' Khalilzadeh,DF,ir IR Iran,37-064,1.ir Tractor,1989,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,0aed29f1,2.0,0.0,3.0,3.0,270.0
483,Dostonbek Khamdamov,MF,uz Uzbekistan,29-358,1.uz Pakhtakor Tashkent FK,1996,2,1,103,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,d2dd2ffb,2.0,0.0,4.0,2.0,103.0
484,Bilal El Khannouss,MFFW,ma Morocco,22-068,1.de Stuttgart,2004,6,6,461,5.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,f7042636,6.0,4.0,7.0,1.0,461.0
485,Rani Khedira,MF,tn Tunisia,32-171,1.de Union Berlin,1994,3,2,149,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,59e4b92e,1.0,0.0,1.0,2.0,149.0
486,Boualem Khoukhi,DF,qa Qatar,36-008,1.qa Al Sadd,1990,3,3,270,3.0,1,0,1,1,0,0,0,0,0.33,0.0,0.33,0.33,0.33,Matches,7be5ad52,3.0,1.0,3.0,3.0,270.0
487,Abdukodir Khusanov,DF,uz Uzbekistan,22-138,1.eng Manchester City,2004,3,3,270,3.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,Matches,d17ce930,0.0,0.0,3.0,5.0,270.0
488,Joshua Kimmich,DF,de Germany,31-159,1.de Bayern Munich,1995,4,4,351,3.9,0,2,2,0,0,0,0,0,0.0,0.51,0.51,0.0,0.51,Matches,49296448,5.0,1.0,4.0,4.0,351.0
489,Justin Kluivert,FWMF,nl Netherlands,27-073,1.eng Bournemouth,1999,2,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,4c3a6744,0.0,0.0,0.0,0.0,27.0
490,Gregor Kobel,GK,ch Switzerland,28-223,1.de Dortmund,1997,6,6,600,6.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,cd59b9df,0.0,0.0,0.0,0.0,600.0
491,Orkun Kökçü,MF,tr Türkiye,25-200,1.tr Beşiktaş,2000,3,2,153,1.7,0,1,1,0,0,0,0,0,0.0,0.59,0.59,0.0,0.59,Matches,9bf914b4,3.0,0.0,1.0,0.0,153.0
492,Sead Kolašinac,DF,ba Bosnia–Herz,33-027,1.it Atalanta,1993,4,4,337,3.7,0,1,1,0,0,0,0,0,0.0,0.27,0.27,0.0,0.27,Matches,3935e52e,0.0,0.0,6.0,2.0,337.0
493,Ghislain Konan,DF,ci Côte d'Ivoire,30-202,1.pt Gil Vicente FC,1995,3,3,269,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,6b2c894b,4.0,0.0,3.0,0.0,269.0
494,Ibrahima Konaté,DF,fr France,27-053,1.eng Liverpool,1999,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,5ed9b537,0.0,0.0,0.0,3.0,15.0
495,Ismaël Koné,MF,ca Canada,24-031,1.it Sassuolo,2002,2,2,146,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,e0220b70,2.0,0.0,2.0,3.0,146.0
496,Manu Koné,MF,fr France,25-061,1.it Roma,2001,5,4,385,4.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,86574238,6.0,2.0,5.0,3.0,385.0
497,Ezri Konsa,DF,eng England,28-267,1.eng Aston Villa,1997,7,6,557,6.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,0313a347,3.0,2.0,5.0,8.0,557.0
498,Teun Koopmeiners,DFMF,nl Netherlands,28-139,1.it Juventus,1998,4,0,122,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,a26fb8aa,2.0,0.0,1.0,1.0,122.0
499,Odilon Kossounou,DF,ci Côte d'Ivoire,25-194,1.it Atalanta,2001,4,3,272,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,1f3afdcb,0.0,0.0,3.0,3.0,272.0
500,Kalidou Koulibaly,DF,sn Senegal,35-027,1.sa Al-Hilal,1991,2,2,161,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,da974c7b,0.0,0.0,1.0,2.0,161.0
501,Jules Koundé,DF,fr France,27-247,1.es Barcelona,1998,7,7,598,6.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,4d1666ff,2.0,0.0,8.0,3.0,598.0
502,Mateo Kovačić,MF,hr Croatia,32-072,1.eng Manchester City,1994,4,3,270,3.0,0,1,1,0,0,0,0,0,0.0,0.33,0.33,0.0,0.33,Matches,79c0821a,5.0,4.0,3.0,2.0,270.0
503,Matej Kovar,GK,cz Czechia,26-061,1.nl PSV,2000,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,bc67a0e1,0.0,0.0,0.0,0.0,270.0
504,Andrej Kramarić,FWMF,hr Croatia,35-028,1.de Hoffenheim,1991,3,0,59,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,603cb947,1.0,0.0,1.0,0.0,59.0
505,Ladislav Krejčí,DF,cz Czechia,27-088,1.eng Wolves,1999,3,3,270,3.0,1,0,1,1,0,0,1,0,0.33,0.0,0.33,0.33,0.33,Matches,5b5c2228,5.0,1.0,3.0,1.0,270.0
506,Takefusa Kubo,MF,jp Japan,25-043,1.es Real Sociedad,2001,1,1,74,0.8,0,1,1,0,0,0,0,0,0.0,1.22,1.22,0.0,1.22,Matches,16aa3654,1.0,0.0,0.0,1.0,74.0
507,Brandley Kuwas,FWMF,cw Curaçao,33-301,1.nl Volendam,1992,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,42c94967,0.0,0.0,0.0,0.0,1.0
508,Prince Kwabena Adu,FW,gh Ghana,22-297,1.cz Viktoria Plzeň,2003,3,0,39,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,36bdd145,1.0,1.0,0.0,0.0,39.0
509,Maxence Lacroix,DF,fr France,26-102,1.eng Crystal Palace,2000,2,1,151,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,277c49ed,0.0,0.0,2.0,3.0,151.0
510,Gustaf Lagerbielke,DF,se Sweden,26-098,1.pt Braga,2000,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,9e39fa2d,3.0,1.0,5.0,5.0,360.0
511,Konrad Laimer,MFDF,at Austria,29-051,1.de Bayern Munich,1997,4,4,360,4.0,0,1,1,0,0,0,1,0,0.0,0.25,0.25,0.0,0.25,Matches,c1b7847c,1.0,0.0,6.0,2.0,360.0
512,Ali Lajami,DF,sa Saudi Arabia,30-084,1.sa Al-Hilal,1996,3,1,149,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,46f7ab4f,0.0,0.0,2.0,3.0,149.0
513,Senne Lammens,GK,be Belgium,24-010,1.eng Manchester Utd,2002,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,8e6d2fcd,0.0,0.0,0.0,0.0,20.0
514,Noa Lang,FWMF,nl Netherlands,27-030,1.tr Galatasaray,1999,2,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,8e034340,0.0,0.0,0.0,0.0,8.0
515,Sondre Langås,DF,no Norway,25-165,2.eng Derby County,2001,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,107e4890,0.0,0.0,0.0,0.0,25.0
516,Aymeric Laporte,DF,es Spain,32-051,1.es Athletic Club,1994,7,7,629,7.0,0,1,1,0,0,0,1,0,0.0,0.14,0.14,0.0,0.14,Matches,119b9a8e,5.0,2.0,3.0,14.0,629.0
517,Cyle Larin,FW,ca Canada,31-091,1.es Mallorca,1995,4,2,190,2.1,2,0,2,2,0,0,2,0,0.95,0.0,0.95,0.95,0.95,Matches,e7af9060,9.0,4.0,0.0,0.0,190.0
518,Richie Laryea,DF,ca Canada,31-191,1.us Toronto FC,1995,5,5,429,4.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,276fdbe4,2.0,1.0,9.0,2.0,429.0
519,Mohanad Lasheen,MF,eg Egypt,30-049,,1996,4,4,359,4.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,Matches,8c041c7d,2.0,0.0,11.0,8.0,359.0
520,Issa Laye,MFDF,qa Qatar,28-207,1.qa Al-Arabi,1997,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,c078667a,1.0,0.0,1.0,1.0,270.0
521,Rafael Leão,MF,pt Portugal,27-037,1.it Milan,1999,5,1,158,1.8,1,1,2,1,0,0,0,0,0.57,0.57,1.14,0.57,1.14,Matches,20730eae,4.0,1.0,0.0,2.0,158.0
522,Mathew Leckie,MF,au Australia,35-163,1.au Melb City,1991,1,1,60,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,b93b7882,1.0,0.0,0.0,0.0,60.0
523,Jefferson Lerma,MF,co Colombia,31-265,1.eng Crystal Palace,1994,5,5,410,4.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,9b5ce51a,5.0,1.0,1.0,5.0,410.0
524,Jamie Leweling,FWMF,de Germany,25-141,1.de Stuttgart,2001,1,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,13fe7b69,1.0,0.0,0.0,0.0,31.0
525,Philipp Lienhart,DF,at Austria,30-006,1.de Freiburg,1996,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,302527b2,1.0,0.0,1.0,1.0,180.0
526,Victor Lindelöf,DFMF,se Sweden,32-000,1.eng Aston Villa,1994,4,4,356,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,f5deef4c,2.0,0.0,1.0,4.0,356.0
527,Erik Lira,MF,mx Mexico,26-070,1.mx Cruz Azul,2000,4,4,345,3.8,0,1,1,0,0,0,0,0,0.0,0.26,0.26,0.0,0.26,Matches,7b2c24ed,0.0,0.0,3.0,2.0,345.0
528,Dominik Livaković,GK,hr Croatia,31-189,1.hr Dinamo Zagreb,1995,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,58f077c0,0.0,0.0,0.0,0.0,360.0
529,Dailon Livramento,FW,cv Cabo Verde,25-074,1.pt Casa Pia,2001,3,2,174,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,c115db1e,1.0,0.0,0.0,0.0,174.0
530,Marcos Llorente,DF,es Spain,31-168,1.es Atlético Madrid,1995,3,2,187,2.1,0,1,1,0,0,0,0,0,0.0,0.48,0.48,0.0,0.48,Matches,02c15616,0.0,0.0,6.0,1.0,187.0
531,Giovani Lo Celso,MF,ar Argentina,30-099,1.es Real Betis,1996,1,1,59,0.7,1,0,1,1,0,0,0,0,1.53,0.0,1.53,1.53,1.53,Matches,d7553721,1.0,1.0,0.0,1.0,59.0
532,Jürgen Locadia,FW,cw Curaçao,32-252,2.us Miami FC,1993,3,3,235,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,6cc47ae1,1.0,0.0,0.0,1.0,235.0
533,Azarías Londoño,MF,pa Panama,25-026,1.ec Univ Católica,2001,3,0,56,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,31d68775,1.0,0.0,0.0,1.0,56.0
534,Sidny Lopes Cabral,DF,cv Cabo Verde,23-302,1.pt Benfica,2002,3,3,285,3.2,1,0,1,1,0,0,2,0,0.32,0.0,0.32,0.32,0.32,Matches,20700569,4.0,2.0,2.0,4.0,285.0
535,Flaco López,FW,ar Argentina,25-223,1.br Palmeiras,2000,2,0,20,0.2,0,1,1,0,0,0,1,0,0.0,4.5,4.5,0.0,4.5,Matches,e1426a52,1.0,0.0,1.0,0.0,20.0
536,Derrick Luckassen,DF,gh Ghana,31-014,1.cy Pafos FC,1995,2,2,180,2.0,1,0,1,1,0,0,0,0,0.5,0.0,0.5,0.5,0.5,Matches,30a09cb5,1.0,1.0,1.0,0.0,180.0
537,Jhon Lucumí,DF,co Colombia,28-021,1.it Bologna,1998,5,5,478,5.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,80490d7f,2.0,0.0,2.0,5.0,478.0
538,José Luis Rodríguez,MFFW,pa Panama,28-028,1.mx FC Juárez,1998,3,3,233,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,b333b014,3.0,1.0,3.0,0.0,233.0
539,Romelu Lukaku,FW,be Belgium,33-065,1.it Napoli,1993,6,1,233,2.6,3,1,4,3,0,0,1,0,1.16,0.39,1.55,1.16,1.55,Matches,5eae500a,6.0,3.0,0.0,0.0,233.0
540,Dodi Lukebakio,MF,be Belgium,28-296,1.pt Benfica,1997,3,1,164,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,0c61c77c,7.0,1.0,1.0,0.0,164.0
541,Jovo Lukić,FW,ba Bosnia–Herz,27-231,1.ro Univ. Cluj,1998,2,1,67,0.7,1,0,1,1,0,0,1,0,1.34,0.0,1.34,1.34,1.34,Matches,a2056e82,3.0,2.0,1.0,0.0,67.0
542,Awer Mabil,FWMF,au Australia,30-305,2.es Castellón,1995,1,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,922da988,1.0,0.0,0.0,0.0,30.0
543,Alexis Mac Allister,MF,ar Argentina,27-205,1.eng Liverpool,1998,7,6,630,7.0,1,1,2,1,0,0,0,0,0.14,0.14,0.29,0.14,0.29,Matches,83d074ff,13.0,4.0,12.0,9.0,630.0
544,Deiver Machado,DF,co Colombia,32-318,1.fr Nantes,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,b3f8bdef,0.0,0.0,0.0,2.0,90.0
545,Shuto Machino,FW,jp Japan,26-290,1.de Gladbach,1999,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,964dde35,0.0,0.0,0.0,0.0,13.0
546,Assim Madibo,MF,qa Qatar,29-268,1.qa Al-Wakrah,1996,2,2,131,1.5,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,Matches,2b1d2ada,0.0,0.0,1.0,4.0,131.0
547,Noni Madueke,MF,eng England,24-129,1.eng Arsenal,2002,5,4,286,3.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,bf34eebd,6.0,1.0,4.0,2.0,286.0
548,Daizen Maeda,MF,jp Japan,28-270,1.sct Celtic,1997,3,3,244,2.7,1,0,1,1,0,0,0,0,0.37,0.0,0.37,0.37,0.37,Matches,395451fc,2.0,1.0,3.0,2.0,244.0
549,Gabriel Magalhães,DF,br Brazil,28-210,1.eng Arsenal,1997,5,5,450,5.0,0,1,1,0,0,0,0,0,0.0,0.2,0.2,0.0,0.2,Matches,67ac5bb8,1.0,0.0,2.0,4.0,450.0
550,Ermin Mahmić,MF,ba Bosnia–Herz,21-125,1.cz Slovan Liberec,2005,3,0,68,0.8,2,0,2,2,0,0,1,0,2.65,0.0,2.65,2.65,2.65,Matches,86e34165,4.0,2.0,1.0,0.0,68.0
551,Hadj Mahmoud,MF,tn Tunisia,26-084,1.ch Lugano,2000,2,0,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,081048c2,0.0,0.0,2.0,0.0,43.0
552,Riyad Mahrez,MF,dz Algeria,35-146,1.sa Al-Ahli,1991,4,3,262,2.9,2,1,3,2,0,0,0,0,0.69,0.34,1.03,0.69,1.03,Matches,892d5bb1,6.0,3.0,2.0,1.0,262.0
553,Alexandro Maidana,DF,py Paraguay,20-356,1.ar Talleres–C,2005,2,1,55,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,4d0d5020,0.0,0.0,0.0,1.0,55.0
554,Mike Maignan,GK,fr France,31-014,1.it Milan,1995,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,fcb38f57,0.0,0.0,0.0,0.0,630.0
555,Evidence Makgopa,FW,za South Africa,26-042,1.za Orlando Pirates,2000,4,2,215,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,4d76d03b,4.0,3.0,1.0,1.0,215.0
556,Ahmed Maknzi,DF,iq Iraq,24-296,1.iq Al-Karma,2001,1,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,f95ac2b6,0.0,0.0,2.0,0.0,33.0
557,Donyell Malen,FW,nl Netherlands,27-189,1.it Roma,1999,3,3,185,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,116c35df,4.0,2.0,0.0,0.0,185.0
558,Arjan Malic,DF,ba Bosnia–Herz,20-323,1.at Sturm Graz,2005,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,de57cd45,0.0,0.0,0.0,0.0,45.0
559,Mohamed Manai,DF,qa Qatar,23-265,1.qa Al-Shamal Sports Club,2002,3,0,69,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,1e20b706,0.0,0.0,0.0,2.0,69.0
560,Aïssa Mandi,DF,dz Algeria,34-268,1.fr Lille,1991,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,fbd6378b,0.0,0.0,3.0,4.0,360.0
561,Sadio Mané,MFFW,sn Senegal,34-098,1.sa Al-Nassr,1992,4,4,362,4.0,0,1,1,0,0,0,0,0,0.0,0.25,0.25,0.0,0.25,Matches,c691bfe2,6.0,3.0,2.0,3.0,362.0
562,Juan Manuel Sanabria,DF,uy Uruguay,26-110,1.mx Atlético San Luis,2000,3,2,204,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,f1d74479,3.0,0.0,4.0,1.0,204.0
563,Johan Manzambi,MFFW,ch Switzerland,20-276,1.de Freiburg,2005,4,2,199,2.2,3,2,5,3,0,0,0,0,1.36,0.9,2.26,1.36,2.26,Matches,8fcf0e12,6.0,3.0,0.0,0.0,199.0
564,Mahmoud Al-Mardi,MF,jo Jordan,32-284,1.jo Al-Hussein SC,1993,3,1,130,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,1eedc1ea,1.0,1.0,1.0,0.0,130.0
565,Jearl Margaritha,FWMF,cw Curaçao,26-098,2.be Beveren,2000,2,0,41,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,be915a68,1.0,0.0,0.0,0.0,41.0
566,Omar Marmoush,FWMF,eg Egypt,27-160,1.eng Manchester City,1999,5,3,326,3.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,0e0102eb,11.0,1.0,3.0,2.0,326.0
567,Marquinhos,DF,br Brazil,32-064,1.fr PSG,1994,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,d5f2f82b,2.0,0.0,2.0,3.0,450.0
568,Gabriel Martinelli,MF,br Brazil,25-029,1.eng Arsenal,2001,4,1,143,1.6,1,0,1,1,0,0,0,0,0.63,0.0,0.63,0.63,0.63,Matches,48a5a5d6,2.0,1.0,0.0,2.0,143.0
569,Guillermo Martínez Ayala,FW,mx Mexico,31-124,1.mx UNAM,1995,2,1,72,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,59146354,0.0,0.0,0.0,0.0,72.0
570,Cristian Martínez,MFFW,pa Panama,29-161,1.il Kiryat Shmona,1997,3,3,242,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,fdb15495,1.0,0.0,4.0,1.0,242.0
571,Emiliano Martínez,GK,ar Argentina,33-318,1.eng Aston Villa,1992,7,7,690,7.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,7956236f,0.0,0.0,0.0,0.0,690.0
571,Emiliano Martínez,GK,ar Argentina,33-318,1.eng Aston Villa,1992,7,7,690,7.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,7956236f,0.0,0.0,0.0,0.0,
572,Lautaro Martínez,FW,ar Argentina,28-329,1.it Inter,1997,7,4,310,3.4,3,1,4,2,1,1,1,0,0.87,0.29,1.16,0.58,0.87,Matches,f7036e1c,10.0,4.0,1.0,1.0,310.0
573,Lisandro Martínez,DF,ar Argentina,28-180,1.eng Manchester Utd,1998,6,6,581,6.5,1,1,2,1,0,0,1,0,0.15,0.15,0.31,0.15,0.31,Matches,bac46a10,4.0,2.0,7.0,6.0,581.0
574,Thapelo Maseko,MFFW,za South Africa,22-248,1.cy AEL Limassol,2003,3,3,242,2.7,1,0,1,1,0,0,0,0,0.37,0.0,0.37,0.37,0.37,Matches,498d45f7,8.0,1.0,1.0,2.0,242.0
575,Hazem Mastouri,FW,tn Tunisia,29-029,1.ru D. Makhachkala,1997,1,1,89,1.0,1,0,1,1,0,0,0,0,1.01,0.0,1.01,1.01,1.01,Matches,c88f913e,3.0,2.0,0.0,1.0,89.0
576,Arthur Masuaku,DF,cd Congo DR,32-252,1.fr Lens,1993,4,4,315,3.5,0,1,1,0,0,0,0,0,0.0,0.29,0.29,0.0,0.29,Matches,57df7a11,0.0,0.0,5.0,0.0,315.0
577,Igor Matanović,FW,hr Croatia,23-108,1.de Freiburg,2003,3,0,95,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,948e1292,4.0,2.0,0.0,0.0,95.0
578,Pape Matar Sarr,MF,sn Senegal,23-306,1.eng Tottenham,2002,2,0,67,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,feb5d972,4.0,0.0,0.0,1.0,67.0
579,Jean-Philippe Mateta,FW,fr France,29-019,1.eng Crystal Palace,1997,3,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,50e6dc35,3.0,1.0,0.0,0.0,24.0
580,Mauricio,MF,py Paraguay,25-056,1.br Palmeiras,2001,4,0,173,1.9,1,0,1,1,0,0,0,0,0.52,0.0,0.52,0.52,0.52,Matches,bf4cbc22,4.0,3.0,6.0,1.0,173.0
581,Fiston Mayele,FW,cd Congo DR,32-023,1.eg Pyramids FC,1994,2,0,42,0.5,1,0,1,1,0,0,0,0,2.14,0.0,2.14,2.14,2.14,Matches,0d113a00,5.0,1.0,0.0,0.0,42.0
582,Ibrahim Maza,MFFW,dz Algeria,20-235,1.de Leverkusen,2005,4,4,351,3.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,89b3bc5e,11.0,3.0,2.0,0.0,351.0
583,Noussair Mazraoui,DF,ma Morocco,28-245,1.eng Manchester Utd,1997,6,5,477,5.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,b74277a0,0.0,0.0,8.0,2.0,477.0
584,Kylian Mbappé,FW,fr France,27-209,1.es Real Madrid,1998,7,7,605,6.7,8,3,11,7,1,2,1,0,1.19,0.45,1.64,1.04,1.49,Matches,42fd9c7f,41.0,23.0,1.0,0.0,605.0
585,Thalente Mbatha,MF,za South Africa,26-123,1.za Orlando Pirates,2000,4,2,260,2.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,f6272be9,4.0,1.0,2.0,5.0,260.0
586,Ibrahim Mbaye,MF,sn Senegal,18-174,1.fr PSG,2008,4,1,157,1.7,1,0,1,1,0,0,0,0,0.57,0.0,0.57,0.57,0.57,Matches,201b4ee4,4.0,1.0,0.0,1.0,157.0
587,Chancel Mbemba,DF,cd Congo DR,31-343,1.fr Lille,1994,4,4,360,4.0,0,1,1,0,0,0,1,0,0.0,0.25,0.25,0.0,0.25,Matches,e76cb9cc,1.0,0.0,3.0,1.0,360.0
588,Mbekezeli Mbokazi,DF,za South Africa,20-301,1.us Chicago Fire,2005,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,13398d42,4.0,1.0,5.0,4.0,360.0
589,Nathanaël Mbuku,MFFW,cd Congo DR,24-123,2.fr Montpellier,2002,3,2,143,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,46750e9c,3.0,2.0,3.0,0.0,143.0
590,Callum McCowatt,MF,nz New Zealand,27-078,1.dk Silkeborg,1999,3,2,159,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,3fc42049,4.0,3.0,1.0,1.0,159.0
591,John McGinn,MF,sct Scotland,31-272,1.eng Aston Villa,1994,3,3,259,2.9,1,0,1,1,0,0,0,0,0.35,0.0,0.35,0.35,0.35,Matches,90f91999,3.0,1.0,0.0,0.0,259.0
592,Scott McKenna,DF,sct Scotland,29-247,1.hr Dinamo Zagreb,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,4e5a4cbc,0.0,0.0,0.0,0.0,90.0
593,Weston McKennie,MF,us United States,27-323,1.it Juventus,1998,5,5,443,4.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,01c3aff5,5.0,1.0,7.0,7.0,443.0
594,Mark McKenzie,DF,us United States,27-142,1.fr Toulouse,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,a5f5d094,0.0,0.0,1.0,1.0,90.0
595,Kenny McLean,MF,sct Scotland,34-190,2.eng Norwich City,1992,3,1,118,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,471f16b3,1.0,0.0,1.0,2.0,118.0
596,Scott McTominay,MF,sct Scotland,29-221,1.it Napoli,1996,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,d93c2511,8.0,3.0,2.0,0.0,270.0
597,Brandon Mechele,DF,be Belgium,33-170,1.be Club Brugge,1993,6,6,570,6.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,0a6dbbf7,5.0,1.0,4.0,4.0,570.0
598,Facundo Medina,DF,ar Argentina,27-050,1.fr Marseille,1999,4,3,257,2.9,0,1,1,0,0,0,1,0,0.0,0.35,0.35,0.0,0.35,Matches,6f5ec8bb,0.0,0.0,7.0,2.0,257.0
